ticket_id,created_at,category,priority,channel,assigned_team,agent,current_stage,status,first_response_hours,waiting_hours,resolution_hours,queue_age_hours,sla_hours,sla_breach,customer_satisfaction
TKT-07196,2025-03-07 02:49:55.350017501,Security,Critical,Web Form,Tier 3,T3-Agent-03,Resolved,Resolved,7.54,4.02,85.88,4.02,8,True,2.92
TKT-07197,2025-03-07 03:02:57.309065453,Technical Issue,High,Email,Tier 2,T2-Agent-09,Resolved,Resolved,13.02,30.27,76.56,30.27,24,True,3.01
TKT-07198,2025-03-07 03:15:59.268113405,Feature Request,Medium,Web Form,Tier 2,T2-Agent-01,Resolved,Resolved,0.8,67.28,78.77,67.28,48,True,2.58
TKT-07199,2025-03-07 03:29:01.227161358,Integration/API,Critical,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,13.38,42.41,132.75,42.41,8,True,2.03
TKT-07200,2025-03-07 03:42:03.186209310,Integration/API,Medium,Email,Tier 2,T2-Agent-06,Resolved,Resolved,3.56,22.87,62.55,22.87,48,True,2.88
TKT-07201,2025-03-07 03:55:05.145257263,Account & Access,Medium,Chat,Tier 1,T1-Agent-12,Resolved,Resolved,1.12,3.91,4.85,3.91,48,False,4.33
TKT-07202,2025-03-07 04:08:07.104305215,Account & Access,High,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,8.44,4.62,14.64,4.62,24,False,3.84
TKT-07203,2025-03-07 04:21:09.063353167,Technical Issue,Medium,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,10.76,13.89,33.85,13.89,48,False,3.85
TKT-07204,2025-03-07 04:34:11.022401120,Security,High,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,2.57,15.96,47.39,15.96,24,True,2.75
TKT-07205,2025-03-07 04:47:12.981449072,Product Question,High,Web Form,Tier 1,T1-Agent-13,Resolved,Resolved,2.92,4.29,45.36,4.29,24,True,2.17
TKT-07206,2025-03-07 05:00:14.940497025,Billing,Low,Email,Tier 1,T1-Agent-06,Waiting for Agent,Open,1.15,1.09,2.36,57.94,72,False,4.31
TKT-07207,2025-03-07 05:13:16.899544977,Product Question,Low,Email,Tier 1,T1-Agent-05,Resolved,Resolved,0.77,2.84,17.78,2.84,72,False,4.51
TKT-07208,2025-03-07 05:26:18.858592929,Technical Issue,Medium,Email,Tier 2,T2-Agent-08,Resolved,Resolved,4.83,2.64,41.33,2.64,48,False,3.56
TKT-07209,2025-03-07 05:39:20.817640882,Technical Issue,High,Email,Tier 3,T3-Agent-01,Resolved,Resolved,9.54,14.03,53.21,14.03,24,True,3.92
TKT-07210,2025-03-07 05:52:22.776688834,Product Question,Medium,Chat,Tier 1,T1-Agent-06,Resolved,Resolved,2.79,3.68,8.46,3.68,48,False,5.0
TKT-07211,2025-03-07 06:05:24.735736787,Product Question,Medium,Email,Tier 1,T1-Agent-06,Resolved,Resolved,1.74,1.56,6.4,1.56,48,False,4.43
TKT-07212,2025-03-07 06:18:26.694784739,Bug Report,High,Chat,Tier 3,T3-Agent-05,Resolved,Resolved,8.7,9.14,32.86,9.14,24,True,3.53
TKT-07213,2025-03-07 06:31:28.653832691,Integration/API,Medium,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,5.29,30.57,158.12,30.57,48,True,1.24
TKT-07214,2025-03-07 06:44:30.612880644,Product Question,Medium,Chat,Tier 1,T1-Agent-15,Resolved,Resolved,0.84,1.43,9.38,1.43,48,False,4.55
TKT-07215,2025-03-07 06:57:32.571928596,Bug Report,Critical,Phone,Tier 3,T3-Agent-03,Resolved,Resolved,2.35,27.47,116.06,27.47,8,True,2.9
TKT-07216,2025-03-07 07:10:34.530976549,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,3.08,5.14,39.89,5.14,48,False,3.89
TKT-07217,2025-03-07 07:23:36.490024501,Integration/API,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,6.29,70.4,140.63,70.4,24,True,2.38
TKT-07218,2025-03-07 07:36:38.449072453,Integration/API,High,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,2.31,64.94,146.82,64.94,24,True,1.39
TKT-07219,2025-03-07 07:49:40.408120406,Account & Access,High,Email,Tier 1,T1-Agent-02,Resolved,Resolved,5.33,15.04,18.09,15.04,24,False,3.79
TKT-07220,2025-03-07 08:02:42.367168358,Technical Issue,High,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,14.71,56.82,153.25,56.82,24,True,1.65
TKT-07221,2025-03-07 08:15:44.326216311,Technical Issue,Low,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,4.53,7.55,82.83,7.55,72,True,2.46
TKT-07222,2025-03-07 08:28:46.285264263,Technical Issue,High,Phone,Tier 2,T2-Agent-09,Resolved,Resolved,38.11,22.24,104.46,22.24,24,True,2.22
TKT-07223,2025-03-07 08:41:48.244312215,Product Question,Medium,Email,Tier 1,T1-Agent-02,Resolved,Resolved,0.84,4.59,18.65,4.59,48,False,4.52
TKT-07224,2025-03-07 08:54:50.203360168,Technical Issue,High,Email,Tier 3,T3-Agent-01,Resolved,Resolved,2.16,32.32,112.94,32.32,24,True,2.48
TKT-07225,2025-03-07 09:07:52.162408120,Integration/API,Medium,Email,Tier 2,T2-Agent-06,Resolved,Resolved,9.88,14.84,107.88,14.84,48,True,1.18
TKT-07226,2025-03-07 09:20:54.121456073,Technical Issue,Medium,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,2.53,8.88,83.64,8.88,48,True,2.21
TKT-07227,2025-03-07 09:33:56.080504025,Technical Issue,Medium,Phone,Tier 2,T2-Agent-04,Resolved,Resolved,13.6,12.53,49.05,12.53,48,True,3.89
TKT-07228,2025-03-07 09:46:58.039551977,Account & Access,Low,Chat,Tier 3,T3-Agent-06,Resolved,Resolved,2.69,4.73,9.06,4.73,72,False,4.64
TKT-07229,2025-03-07 09:59:59.998599930,Technical Issue,Medium,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,11.07,32.55,88.98,32.55,48,True,1.73
TKT-07230,2025-03-07 10:13:01.957647882,Security,Medium,Email,Tier 3,T3-Agent-05,Resolved,Resolved,2.14,4.7,63.13,4.7,48,True,2.81
TKT-07231,2025-03-07 10:26:03.916695835,Account & Access,Low,Chat,Tier 3,T3-Agent-06,Resolved,Resolved,1.91,9.66,36.83,9.66,72,False,3.46
TKT-07232,2025-03-07 10:39:05.875743787,Technical Issue,Medium,Email,Tier 2,T2-Agent-07,Resolved,Resolved,13.35,7.52,62.32,7.52,48,True,2.83
TKT-07233,2025-03-07 10:52:07.834791739,Technical Issue,Critical,Email,Tier 2,T2-Agent-07,Resolved,Resolved,11.01,23.66,48.15,23.66,8,True,2.83
TKT-07234,2025-03-07 11:05:09.793839692,Account & Access,Medium,Web Form,Tier 1,T1-Agent-15,In Progress,In Progress,1.35,10.85,14.64,18.31,48,False,4.35
TKT-07235,2025-03-07 11:18:11.752887644,Product Question,Medium,Email,Tier 1,T1-Agent-06,Resolved,Resolved,0.83,3.04,9.36,3.04,48,False,5.0
TKT-07236,2025-03-07 11:31:13.711935597,Bug Report,High,Email,Tier 3,T3-Agent-02,Escalated,In Progress,11.49,18.72,40.85,30.99,24,True,3.16
TKT-07237,2025-03-07 11:44:15.670983549,Account & Access,Medium,Email,Tier 1,T1-Agent-08,Resolved,Resolved,2.99,2.86,4.26,2.86,48,False,4.59
TKT-07238,2025-03-07 11:57:17.630031501,Product Question,Low,Email,Tier 3,T3-Agent-05,Resolved,Resolved,1.83,3.69,27.99,3.69,72,False,4.7
TKT-07239,2025-03-07 12:10:19.589079454,Billing,Medium,Chat,Tier 1,T1-Agent-03,Resolved,Resolved,1.46,9.6,16.73,9.6,48,False,5.0
TKT-07240,2025-03-07 12:23:21.548127406,Bug Report,High,Email,Tier 3,T3-Agent-06,Waiting for Agent,Open,5.16,24.69,96.58,38.54,24,True,2.64
TKT-07241,2025-03-07 12:36:23.507175359,Product Question,Medium,Web Form,Tier 1,T1-Agent-14,Resolved,Resolved,1.37,1.11,3.62,1.11,48,False,4.43
TKT-07242,2025-03-07 12:49:25.466223311,Account & Access,Low,Chat,Tier 1,T1-Agent-08,Resolved,Resolved,1.98,2.86,5.83,2.86,72,False,4.6
TKT-07243,2025-03-07 13:02:27.425271263,Integration/API,High,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,13.54,126.08,216.06,126.08,24,True,1.0
TKT-07244,2025-03-07 13:15:29.384319216,Bug Report,Medium,Email,Tier 3,T3-Agent-02,Triage,Open,1.3,31.5,73.35,64.77,48,True,2.38
TKT-07245,2025-03-07 13:28:31.343367168,Billing,Medium,Web Form,Tier 1,T1-Agent-13,Resolved,Resolved,5.66,10.35,16.73,10.35,48,False,4.63
TKT-07246,2025-03-07 13:41:33.302415120,Security,High,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,8.98,23.98,71.44,23.98,24,True,3.33
TKT-07247,2025-03-07 13:54:35.261463073,Feature Request,Medium,Web Form,Tier 2,T2-Agent-09,Waiting for Agent,In Progress,3.84,5.55,30.85,19.13,48,False,4.12
TKT-07248,2025-03-07 14:07:37.220511025,Technical Issue,Medium,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,5.14,6.52,27.62,6.52,48,False,4.73
TKT-07249,2025-03-07 14:20:39.179558978,Bug Report,Medium,Web Form,Tier 3,T3-Agent-01,Resolved,Resolved,1.82,15.37,78.94,15.37,48,True,2.47
TKT-07250,2025-03-07 14:33:41.138606930,Product Question,Medium,Chat,Tier 1,T1-Agent-12,Resolved,Resolved,0.29,7.12,7.69,7.12,48,False,4.19
TKT-07251,2025-03-07 14:46:43.097654882,Product Question,Medium,Web Form,Tier 1,T1-Agent-06,Resolved,Resolved,0.6,4.5,11.48,4.5,48,False,4.53
TKT-07252,2025-03-07 14:59:45.056702835,Product Question,High,Chat,Tier 1,T1-Agent-09,Resolved,Resolved,1.24,8.88,17.56,8.88,24,False,4.37
TKT-07253,2025-03-07 15:12:47.015750787,Bug Report,High,Phone,Tier 3,T3-Agent-05,Resolved,Resolved,6.47,56.47,102.1,56.47,24,True,2.28
TKT-07254,2025-03-07 15:25:48.974798740,Product Question,Critical,Web Form,Tier 1,T1-Agent-02,Resolved,Resolved,4.3,1.74,9.33,1.74,8,True,3.31
TKT-07255,2025-03-07 15:38:50.933846692,Product Question,Medium,Email,Tier 1,T1-Agent-12,Resolved,Resolved,0.95,4.91,7.87,4.91,48,False,4.67
TKT-07256,2025-03-07 15:51:52.892894644,Technical Issue,High,Web Form,Tier 2,T2-Agent-07,Resolved,Resolved,4.26,82.91,148.32,82.91,24,True,1.58
TKT-07257,2025-03-07 16:04:54.851942597,Billing,Medium,Email,Tier 1,T1-Agent-08,Resolved,Resolved,4.37,8.42,12.07,8.42,48,False,3.96
TKT-07258,2025-03-07 16:17:56.810990549,Feature Request,Medium,Phone,Tier 2,T2-Agent-03,Resolved,Resolved,2.91,9.1,57.71,9.1,48,True,2.62
TKT-07259,2025-03-07 16:30:58.770038502,Integration/API,High,Chat,Tier 2,T2-Agent-04,Waiting for Agent,Open,12.33,15.76,46.88,55.56,24,True,3.53
TKT-07260,2025-03-07 16:44:00.729086454,Technical Issue,Critical,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,13.53,16.1,73.1,16.1,8,True,3.46
TKT-07261,2025-03-07 16:57:02.688134406,Feature Request,High,Email,Tier 2,T2-Agent-09,Resolved,Resolved,3.19,52.41,83.4,52.41,24,True,2.25
TKT-07262,2025-03-07 17:10:04.647182359,Bug Report,High,Web Form,Tier 3,T3-Agent-04,Resolved,Resolved,14.08,3.86,101.59,3.86,24,True,2.05
TKT-07263,2025-03-07 17:23:06.606230311,Product Question,Medium,Phone,Tier 1,T1-Agent-13,Resolved,Resolved,10.76,1.63,8.77,1.63,48,False,4.22
TKT-07264,2025-03-07 17:36:08.565278264,Technical Issue,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,12.85,14.31,59.34,14.31,48,True,3.03
TKT-07265,2025-03-07 17:49:10.524326216,Product Question,Medium,Email,Tier 1,T1-Agent-09,Resolved,Resolved,3.71,2.64,19.98,2.64,48,False,4.84
TKT-07266,2025-03-07 18:02:12.483374168,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,11.59,29.18,38.73,29.18,48,False,4.49
TKT-07267,2025-03-07 18:15:14.442422121,Account & Access,Medium,Email,Tier 1,T1-Agent-01,Resolved,Resolved,3.34,12.47,24.89,12.47,48,False,3.21
TKT-07268,2025-03-07 18:28:16.401470073,Product Question,Low,Phone,Tier 1,T1-Agent-12,Resolved,Resolved,1.41,0.28,5.14,0.28,72,False,4.42
TKT-07269,2025-03-07 18:41:18.360518026,Feature Request,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,11.87,32.61,118.03,32.61,24,True,2.28
TKT-07270,2025-03-07 18:54:20.319565978,Account & Access,Low,Chat,Tier 1,T1-Agent-08,Resolved,Resolved,2.34,11.13,12.72,11.13,72,False,4.01
TKT-07271,2025-03-07 19:07:22.278613930,Feature Request,Medium,Email,Tier 3,T3-Agent-04,Resolved,Resolved,6.79,16.3,45.6,16.3,48,False,3.63
TKT-07272,2025-03-07 19:20:24.237661883,Feature Request,Low,Phone,Tier 2,T2-Agent-06,Resolved,Resolved,9.29,31.12,60.41,31.12,72,False,4.11
TKT-07273,2025-03-07 19:33:26.196709835,Technical Issue,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,13.5,17.8,156.72,17.8,24,True,1.05
TKT-07274,2025-03-07 19:46:28.155757788,Technical Issue,Medium,Phone,Tier 2,T2-Agent-10,Resolved,Resolved,9.49,37.24,73.85,37.24,48,True,2.5
TKT-07275,2025-03-07 19:59:30.114805740,Integration/API,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,12.25,88.57,169.28,88.57,24,True,1.0
TKT-07276,2025-03-07 20:12:32.073853692,Bug Report,Medium,Chat,Tier 3,T3-Agent-06,Resolved,Resolved,3.41,13.6,36.28,13.6,48,False,4.26
TKT-07277,2025-03-07 20:25:34.032901645,Account & Access,Low,Email,Tier 1,T1-Agent-06,Resolved,Resolved,3.88,0.73,14.89,0.73,72,False,4.55
TKT-07278,2025-03-07 20:38:35.991949597,Integration/API,Medium,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,11.45,49.17,73.4,49.17,48,True,2.31
TKT-07279,2025-03-07 20:51:37.950997550,Product Question,Medium,Email,Tier 1,T1-Agent-08,Resolved,Resolved,4.35,7.94,22.78,7.94,48,False,4.91
TKT-07280,2025-03-07 21:04:39.910045502,Integration/API,High,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,11.3,8.82,73.47,8.82,24,True,3.18
TKT-07281,2025-03-07 21:17:41.869093454,Integration/API,Medium,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,7.71,25.13,151.02,25.13,48,True,1.97
TKT-07282,2025-03-07 21:30:43.828141407,Technical Issue,High,Email,Tier 2,T2-Agent-08,Resolved,Resolved,22.86,28.33,63.88,28.33,24,True,2.79
TKT-07283,2025-03-07 21:43:45.787189359,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-01,Resolved,Resolved,13.05,46.24,106.94,46.24,48,True,2.5
TKT-07284,2025-03-07 21:56:47.746237312,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,4.2,26.31,71.24,26.31,48,True,3.11
TKT-07285,2025-03-07 22:09:49.705285264,Feature Request,Medium,Chat,Tier 2,T2-Agent-06,Resolved,Resolved,4.45,109.45,132.47,109.45,48,True,1.5
TKT-07286,2025-03-07 22:22:51.664333216,Feature Request,Medium,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,2.85,7.84,56.57,7.84,48,True,3.35
TKT-07287,2025-03-07 22:35:53.623381169,Bug Report,High,Email,Tier 3,T3-Agent-05,Resolved,Resolved,4.09,15.52,37.75,15.52,24,True,2.93
TKT-07288,2025-03-07 22:48:55.582429121,Technical Issue,High,Chat,Tier 2,T2-Agent-01,In Progress,In Progress,3.33,127.19,251.07,140.3,24,True,1.0
TKT-07289,2025-03-07 23:01:57.541477074,Product Question,High,Web Form,Tier 1,T1-Agent-05,Resolved,Resolved,1.04,1.89,3.77,1.89,24,False,4.98
TKT-07290,2025-03-07 23:14:59.500525026,Technical Issue,Low,Email,Tier 2,T2-Agent-09,Resolved,Resolved,4.65,3.67,68.67,3.67,72,False,3.76
TKT-07291,2025-03-07 23:28:01.459572978,Account & Access,Medium,Phone,Tier 1,T1-Agent-04,Resolved,Resolved,1.39,2.75,6.09,2.75,48,False,4.03
TKT-07292,2025-03-07 23:41:03.418620931,Account & Access,Medium,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,2.73,1.29,2.19,1.29,48,False,4.23
TKT-07293,2025-03-07 23:54:05.377668883,Bug Report,High,Email,Tier 3,T3-Agent-02,Resolved,Resolved,3.29,38.49,103.87,38.49,24,True,2.49
TKT-07294,2025-03-08 00:07:07.336716836,Technical Issue,Medium,Email,Tier 2,T2-Agent-06,Resolved,Resolved,17.88,94.0,128.55,94.0,48,True,2.25
TKT-07295,2025-03-08 00:20:09.295764788,Product Question,Medium,Chat,Tier 1,T1-Agent-09,Resolved,Resolved,0.5,9.79,17.34,9.79,48,False,4.68
TKT-07296,2025-03-08 00:33:11.254812740,Security,High,Phone,Tier 3,T3-Agent-06,Resolved,Resolved,7.84,61.71,136.21,61.71,24,True,1.55
TKT-07297,2025-03-08 00:46:13.213860693,Integration/API,High,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,6.82,39.16,55.58,39.16,24,True,3.12
TKT-07298,2025-03-08 00:59:15.172908645,Technical Issue,Low,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,1.4,2.45,28.38,2.45,72,False,3.76
TKT-07299,2025-03-08 01:12:17.131956598,Feature Request,Medium,Phone,Tier 2,T2-Agent-02,Resolved,Resolved,1.93,2.41,14.85,2.41,48,False,4.62
TKT-07300,2025-03-08 01:25:19.091004550,Product Question,High,Email,Tier 1,T1-Agent-13,Resolved,Resolved,4.08,1.71,5.96,1.71,24,False,4.42
TKT-07301,2025-03-08 01:38:21.050052502,Billing,Medium,Chat,Tier 1,T1-Agent-14,Resolved,Resolved,2.31,4.46,15.16,4.46,48,False,3.78
TKT-07302,2025-03-08 01:51:23.009100455,Integration/API,High,Web Form,Tier 3,T3-Agent-01,Resolved,Resolved,2.21,23.07,68.72,23.07,24,True,2.31
TKT-07303,2025-03-08 02:04:24.968148407,Feature Request,Medium,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,0.49,5.54,14.46,5.54,48,False,4.44
TKT-07304,2025-03-08 02:17:26.927196360,Billing,Medium,Email,Tier 1,T1-Agent-02,Resolved,Resolved,3.5,3.24,7.52,3.24,48,False,4.43
TKT-07305,2025-03-08 02:30:28.886244312,Product Question,Low,Web Form,Tier 1,T1-Agent-10,Resolved,Resolved,1.67,1.59,2.84,1.59,72,False,4.98
TKT-07306,2025-03-08 02:43:30.845292264,Billing,Medium,Email,Tier 1,T1-Agent-04,Resolved,Resolved,5.24,6.29,8.26,6.29,48,False,5.0
TKT-07307,2025-03-08 02:56:32.804340217,Technical Issue,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,8.75,7.21,31.95,7.21,24,True,3.81
TKT-07308,2025-03-08 03:09:34.763388169,Bug Report,Low,Web Form,Tier 3,T3-Agent-05,Resolved,Resolved,12.63,8.74,15.97,8.74,72,False,4.91
TKT-07309,2025-03-08 03:22:36.722436122,Technical Issue,Medium,Email,Tier 2,T2-Agent-09,Resolved,Resolved,3.56,6.33,62.01,6.33,48,True,2.23
TKT-07310,2025-03-08 03:35:38.681484074,Account & Access,Low,Web Form,Tier 1,T1-Agent-10,Triage,Open,0.42,5.07,10.43,18.68,72,False,4.64
TKT-07311,2025-03-08 03:48:40.640532026,Account & Access,Medium,Web Form,Tier 1,T1-Agent-08,Resolved,Resolved,4.47,3.59,9.67,3.59,48,False,4.65
TKT-07312,2025-03-08 04:01:42.599579979,Account & Access,Low,Email,Tier 1,T1-Agent-13,Resolved,Resolved,0.38,3.8,9.98,3.8,72,False,4.48
TKT-07313,2025-03-08 04:14:44.558627931,Billing,High,Email,Tier 3,T3-Agent-06,Resolved,Resolved,12.07,30.63,35.46,30.63,24,True,2.76
TKT-07314,2025-03-08 04:27:46.517675884,Product Question,High,Web Form,Tier 1,T1-Agent-05,Resolved,Resolved,2.12,6.9,21.71,6.9,24,False,3.91
TKT-07315,2025-03-08 04:40:48.476723836,Account & Access,Critical,Chat,Tier 1,T1-Agent-03,Resolved,Resolved,7.29,5.9,22.65,5.9,8,True,2.71
TKT-07316,2025-03-08 04:53:50.435771788,Technical Issue,Medium,Email,Tier 2,T2-Agent-02,Resolved,Resolved,14.31,46.9,89.7,46.9,48,True,2.85
TKT-07317,2025-03-08 05:06:52.394819741,Feature Request,Medium,Email,Tier 2,T2-Agent-07,Resolved,Resolved,5.14,15.68,58.85,15.68,48,True,3.05
TKT-07318,2025-03-08 05:19:54.353867693,Security,Critical,Email,Tier 3,T3-Agent-04,Resolved,Resolved,8.75,2.32,56.83,2.32,8,True,3.17
TKT-07319,2025-03-08 05:32:56.312915646,Billing,Medium,Chat,Tier 1,T1-Agent-08,Resolved,Resolved,2.66,7.39,26.14,7.39,48,False,5.0
TKT-07320,2025-03-08 05:45:58.271963598,Account & Access,Medium,Web Form,Tier 1,T1-Agent-01,Resolved,Resolved,6.24,1.43,6.84,1.43,48,False,4.34
TKT-07321,2025-03-08 05:59:00.231011550,Technical Issue,High,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,5.84,24.13,63.65,24.13,24,True,2.49
TKT-07322,2025-03-08 06:12:02.190059503,Technical Issue,High,Email,Tier 2,T2-Agent-05,Resolved,Resolved,5.64,45.05,149.6,45.05,24,True,1.99
TKT-07323,2025-03-08 06:25:04.149107455,Account & Access,Medium,Phone,Tier 1,T1-Agent-05,Resolved,Resolved,4.36,0.87,9.7,0.87,48,False,4.98
TKT-07324,2025-03-08 06:38:06.108155408,Feature Request,High,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,4.55,34.74,57.89,34.74,24,True,3.76
TKT-07325,2025-03-08 06:51:08.067203360,Integration/API,Critical,Email,Tier 2,T2-Agent-05,Resolved,Resolved,3.07,40.53,194.14,40.53,8,True,1.22
TKT-07326,2025-03-08 07:04:10.026251312,Account & Access,Medium,Phone,Tier 1,T1-Agent-10,Resolved,Resolved,4.75,1.27,5.51,1.27,48,False,4.03
TKT-07327,2025-03-08 07:17:11.985299265,Security,Medium,Chat,Tier 3,T3-Agent-06,Resolved,Resolved,2.23,21.5,40.35,21.5,48,False,3.86
TKT-07328,2025-03-08 07:30:13.944347217,Billing,Medium,Chat,Tier 1,T1-Agent-08,Resolved,Resolved,3.84,1.54,5.4,1.54,48,False,4.21
TKT-07329,2025-03-08 07:43:15.903395169,Account & Access,Medium,Web Form,Tier 1,T1-Agent-02,Resolved,Resolved,2.01,2.14,6.55,2.14,48,False,4.78
TKT-07330,2025-03-08 07:56:17.862443122,Billing,Medium,Email,Tier 1,T1-Agent-03,Resolved,Resolved,0.37,7.68,18.46,7.68,48,False,4.9
TKT-07331,2025-03-08 08:09:19.821491074,Technical Issue,Medium,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,3.88,9.28,31.4,9.28,48,False,3.57
TKT-07332,2025-03-08 08:22:21.780539027,Feature Request,Medium,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,2.81,18.39,22.46,18.39,48,False,4.69
TKT-07333,2025-03-08 08:35:23.739586979,Account & Access,Medium,Email,Tier 1,T1-Agent-01,Resolved,Resolved,1.83,0.63,1.23,0.63,48,False,4.76
TKT-07334,2025-03-08 08:48:25.698634931,Integration/API,Critical,Phone,Tier 2,T2-Agent-06,Resolved,Resolved,23.36,20.43,70.6,20.43,8,True,2.92
TKT-07335,2025-03-08 09:01:27.657682884,Account & Access,High,Email,Tier 1,T1-Agent-12,Resolved,Resolved,1.56,6.24,20.66,6.24,24,False,4.55
TKT-07336,2025-03-08 09:14:29.616730836,Feature Request,Medium,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,4.22,60.71,83.57,60.71,48,True,3.68
TKT-07337,2025-03-08 09:27:31.575778789,Product Question,Medium,Chat,Tier 1,T1-Agent-12,Resolved,Resolved,3.1,2.13,8.67,2.13,48,False,5.0
TKT-07338,2025-03-08 09:40:33.534826741,Billing,Medium,Chat,Tier 1,T1-Agent-09,Resolved,Resolved,0.83,2.47,3.53,2.47,48,False,4.84
TKT-07339,2025-03-08 09:53:35.493874693,Technical Issue,High,Chat,Tier 2,T2-Agent-09,In Progress,In Progress,15.11,49.91,124.22,56.86,24,True,1.36
TKT-07340,2025-03-08 10:06:37.452922646,Feature Request,Low,Email,Tier 2,T2-Agent-10,Resolved,Resolved,12.0,58.86,77.89,58.86,72,True,2.6
TKT-07341,2025-03-08 10:19:39.411970598,Product Question,Medium,Email,Tier 1,T1-Agent-11,Resolved,Resolved,1.65,4.63,12.68,4.63,48,False,4.25
TKT-07342,2025-03-08 10:32:41.371018551,Account & Access,Medium,Web Form,Tier 1,T1-Agent-03,Resolved,Resolved,0.31,4.99,33.28,4.99,48,False,4.22
TKT-07343,2025-03-08 10:45:43.330066503,Feature Request,Medium,Web Form,Tier 2,T2-Agent-08,Resolved,Resolved,5.85,31.75,46.25,31.75,48,False,3.62
TKT-07344,2025-03-08 10:58:45.289114455,Technical Issue,High,Email,Tier 2,T2-Agent-04,Resolved,Resolved,6.97,20.15,76.55,20.15,24,True,2.65
TKT-07345,2025-03-08 11:11:47.248162408,Account & Access,Critical,Web Form,Tier 1,T1-Agent-14,Resolved,Resolved,1.78,40.39,49.12,40.39,8,True,3.24
TKT-07346,2025-03-08 11:24:49.207210360,Product Question,High,Email,Tier 1,T1-Agent-03,Resolved,Resolved,0.75,2.14,33.83,2.14,24,True,3.47
TKT-07347,2025-03-08 11:37:51.166258313,Account & Access,High,Chat,Tier 1,T1-Agent-09,Resolved,Resolved,0.31,10.84,14.31,10.84,24,False,4.25
TKT-07348,2025-03-08 11:50:53.125306265,Billing,Medium,Chat,Tier 1,T1-Agent-07,Resolved,Resolved,1.58,3.37,6.19,3.37,48,False,5.0
TKT-07349,2025-03-08 12:03:55.084354217,Account & Access,High,Web Form,Tier 1,T1-Agent-09,Resolved,Resolved,3.32,7.12,10.48,7.12,24,False,3.97
TKT-07350,2025-03-08 12:16:57.043402170,Technical Issue,Critical,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,10.7,29.56,54.73,29.56,8,True,3.82
TKT-07351,2025-03-08 12:29:59.002450122,Technical Issue,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,8.27,8.37,41.29,8.37,24,True,4.0
TKT-07352,2025-03-08 12:43:00.961498075,Technical Issue,Medium,Email,Tier 2,T2-Agent-04,Resolved,Resolved,1.51,7.12,63.46,7.12,48,True,2.23
TKT-07353,2025-03-08 12:56:02.920546027,Security,Medium,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,1.28,8.38,49.96,8.38,48,True,3.53
TKT-07354,2025-03-08 13:09:04.879593979,Product Question,Medium,Chat,Tier 1,T1-Agent-06,Resolved,Resolved,6.83,1.88,3.58,1.88,48,False,5.0
TKT-07355,2025-03-08 13:22:06.838641932,Billing,Medium,Email,Tier 1,T1-Agent-05,Resolved,Resolved,1.19,4.33,11.38,4.33,48,False,4.64
TKT-07356,2025-03-08 13:35:08.797689884,Account & Access,Medium,Email,Tier 1,T1-Agent-11,Resolved,Resolved,3.04,3.9,11.69,3.9,48,False,5.0
